Campaign_ID,Influencer_Name,Platform,Campaign_Type,Start_Date,End_Date,Budget_USD,Reach,Impressions,Engagement_Rate,Click_Through_Rate,Conversions,ROI,Region
CM3250,Influencer_Riya,Instagram,Giveaway,2024-08-29,2024-09-12,5195.0,221079,322921,5.43,1.94,713,26.84,Europe
CM4032,Influencer_Riya,INSTAGRAM,Giveaway,2024-09-22,2024-09-18,9445.0,746304,791826,5.65,8.35,717,,SEA
CM3466,Influencer_Ethan,YouTube,Brand Awareness,2024-12-18,2024-12-29,5795.0,922523,1072500,8.63,9.57,796,57.46,North America
CM3370,Influencer_Olivia,INSTAGRAM,Brand Awareness,2024-05-29,2024-06-07,,733855,804115,8.45,3.97,136,33.13,SEA
CM1085,Influencer_Mia,YouTube,Product Launch,2024-06-26,2024-06-21,6722.0,682060,765269,,4.51,694,-5.09,India
CM3052,Influencer_Liam,instagram,Brand Awareness,2024-10-01,2024-10-19,,286282,358919,5.85,7.65,694,-1.22,SEA
CM4964,Influencer_Noah,TikTok,Product Launch,2024-12-29,2025-01-14,9406.0,16740,152973,7.94,3.89,709,32.27,North America
CM2469,Influencer_Sophia,X,Brand Awareness,2024-03-01,2024-03-13,8667.0,467606,473700,1.34,9.99,436,29.0,SEA
CM5024,Influencer_Ethan,X,Giveaway,2024-08-22,2024-08-28,6497.0,453697,528446,8.82,2.66,764,6.31,SEA
CM1081,Influencer_Mia,X,Giveaway,2024-08-03,2024-08-20,2441.0,767767,781636,,13.94,244,,India
CM2753,Influencer_Sophia,X,Affiliate,2024-05-28,2024-06-01,542.0,460722,558571,9.8,14.17,429,-2.21,India
CM2685,Influencer_Ethan,INSTAGRAM,Brand Awareness,2024-03-02,2024-02-27,2881.0,364109,377778,5.8,5.5,337,-7.88,Middle East
CM3471,Influencer_Olivia,instagram,Affiliate,2024-05-10,2024-05-01,2503.0,211743,395154,2.43,12.58,567,57.87,Middle East
CM3233,Influencer_Zane,Instagram,Brand Awareness,2024-08-05,2024-08-09,3990.0,618363,628433,1.82,3.77,72,2.93,SEA
CM3857,Influencer_Riya,Instagram,Giveaway,2024-09-11,2024-09-07,3536.0,15674,34039,7.98,11.08,268,52.02,North America
CM2626,Influencer_Aarav,instagram,Brand Awareness,2024-03-13,2024-03-26,3586.0,110822,134893,3.23,1.87,899,7.12,North America
CM4196,Influencer_Noah,INSTAGRAM,Product Launch,2024-09-29,2024-10-14,6484.0,440620,546691,2.41,6.79,112,4.11,Europe
CM1557,Influencer_Mia,TikTok,Affiliate,2024-05-09,2024-05-25,9035.0,276364,469208,2.18,2.24,552,9.93,India
CM1495,Influencer_Zane,X,Brand Awareness,2024-04-24,2024-04-18,,822079,935692,7.19,3.49,975,41.79,India
CM364,Influencer_Liam,Facebook,Affiliate,2024-08-30,2024-08-23,5767.0,333744,423363,4.82,14.01,194,13.42,Middle East
CM2649,Influencer_Noah,YouTube,Giveaway,2024-01-31,2024-02-06,6948.0,602278,749226,9.64,13.63,700,55.04,Europe
CM1029,Influencer_Ava,Facebook,Brand Awareness,2024-01-27,2024-02-02,2061.0,180933,357161,8.26,2.09,541,43.88,SEA
CM3363,Influencer_Riya,Facebook,Affiliate,2024-05-14,2024-05-26,614.0,518087,586089,6.95,0.95,636,39.69,Europe
CM2522,Influencer_Noah,X,Affiliate,2024-07-27,2024-08-02,9197.0,483505,588894,2.01,5.9,786,42.08,North America
CM2278,Influencer_Zane,Instagram,Product Launch,2024-07-17,2024-07-13,9168.0,467910,562014,6.37,6.1,235,4.77,Europe
CM4172,Influencer_Sophia,X,Giveaway,2024-05-13,2024-05-06,3617.0,190065,247227,8.87,7.03,748,2.5,SEA
CM346,Influencer_Sophia,YouTube,Giveaway,2024-08-01,2024-08-09,3533.0,736588,856229,6.39,0.86,288,52.62,SEA
CM3926,Influencer_Olivia,Instagram,Brand Awareness,2024-06-02,2024-05-23,5818.0,251537,431707,1.66,9.25,145,13.44,SEA
CM1858,Influencer_Zane,Instagram,Giveaway,2024-05-23,2024-05-24,5270.0,582539,776220,8.14,6.39,793,-7.06,North America
CM4180,Influencer_Ethan,Instagram,Affiliate,2024-07-10,2024-07-27,3552.0,453423,504530,0.71,2.92,117,1.05,Middle East
CM4743,Influencer_Ava,Instagram,Affiliate,2024-08-07,2024-08-04,7916.0,536599,733481,,4.89,412,-4.06,North America
CM1023,Influencer_Mia,Facebook,Brand Awareness,2024-08-07,2024-08-01,8784.0,768876,801855,5.29,4.91,653,-4.2,SEA
CM4303,Influencer_Zane,INSTAGRAM,Product Launch,2024-06-15,2024-06-09,7780.0,585814,621414,1.75,11.79,933,39.3,SEA
CM368,Influencer_Aarav,instagram,Brand Awareness,2024-06-18,2024-06-12,2376.0,318032,462860,2.81,11.48,844,15.91,India
CM769,Influencer_Aarav,Instagram,Product Launch,2024-01-03,2024-01-13,4499.0,800111,951222,9.24,8.92,268,7.83,Middle East
CM3015,Influencer_Olivia,Instagram,Giveaway,2024-10-09,2024-10-06,9762.0,105122,194828,0.82,8.32,731,14.52,North America
CM2010,Influencer_Sophia,YouTube,Product Launch,2024-10-06,2024-10-24,4182.0,134015,282724,6.5,4.29,636,5.89,Middle East
CM5012,Influencer_Zane,Facebook,Affiliate,2024-02-23,2024-03-10,6347.0,450136,455257,1.25,3.52,299,47.94,Middle East
CM1252,Influencer_Noah,YouTube,Affiliate,2024-03-15,2024-04-01,5742.0,103267,218794,3.9,14.5,208,49.92,SEA
CM5064,Influencer_Ava,Facebook,Affiliate,2024-09-17,2024-09-26,4387.0,312721,350213,8.96,7.77,446,41.03,Middle East
CM3782,Influencer_Ava,X,Giveaway,2024-11-03,2024-11-05,9698.0,734833,856662,5.84,5.48,217,14.19,Middle East
CM4473,Influencer_Riya,TikTok,Brand Awareness,2024-08-30,2024-09-14,4775.0,888103,1077147,4.11,3.0,46,46.1,Europe
CM1881,Influencer_Olivia,YouTube,Brand Awareness,2024-11-29,2024-12-07,4044.0,922604,1026907,9.32,4.56,964,28.92,Middle East
CM4047,Influencer_Ava,X,Product Launch,2024-11-21,2024-11-22,9868.0,145051,236691,5.08,1.3,66,-6.85,India
CM4210,Influencer_Sophia,X,Giveaway,2024-01-18,2024-01-14,6653.0,278713,461558,3.7,2.37,708,48.57,North America
CM2015,Influencer_Zane,TikTok,Product Launch,2024-12-01,2024-12-02,7996.0,795780,852815,4.88,12.59,251,5.95,Europe
CM712,Influencer_Mia,X,Brand Awareness,2024-01-09,2024-01-26,1274.0,498981,562074,9.86,0.55,529,36.91,Europe
CM2659,Influencer_Mia,Instagram,Giveaway,2024-02-06,2024-02-04,1921.0,38459,132478,3.64,1.69,319,58.62,Europe
CM2367,Influencer_Sophia,YouTube,Brand Awareness,2024-12-12,2024-12-25,4693.0,302065,356348,2.54,14.35,65,53.88,Middle East
CM3968,Influencer_Ava,instagram,Brand Awareness,2024-12-09,2024-12-23,3966.0,38487,111468,6.23,11.46,146,8.04,India
CM1998,Influencer_Riya,Facebook,Brand Awareness,2024-03-22,2024-03-15,7476.0,117254,219499,5.64,9.9,985,47.39,SEA
CM1749,Influencer_Mia,YouTube,Affiliate,2024-01-25,2024-01-27,3171.0,913105,1051734,5.83,9.88,931,42.74,Europe
CM2709,Influencer_Liam,Instagram,Giveaway,2024-12-16,2025-01-01,2983.0,978042,1100957,5.15,9.8,83,31.53,Europe
CM358,Influencer_Noah,Instagram,Giveaway,2024-04-23,2024-05-06,1283.0,940019,979229,1.21,14.56,180,41.78,North America
CM947,Influencer_Riya,X,Affiliate,2024-11-28,2024-12-02,5352.0,712833,890844,4.21,10.71,804,57.41,SEA
CM4484,Influencer_Liam,TikTok,Product Launch,2024-04-01,2024-03-26,1367.0,734551,789086,1.02,14.51,566,25.98,India
CM1333,Influencer_Noah,INSTAGRAM,Brand Awareness,2024-04-27,2024-05-02,3232.0,123537,135273,8.87,12.2,180,49.43,Europe
CM1227,Influencer_Mia,Instagram,Product Launch,2024-05-09,2024-05-05,7615.0,565109,629669,7.52,2.81,922,-3.11,India
CM4834,Influencer_Noah,instagram,Brand Awareness,2024-06-14,2024-06-21,1870.0,806997,809230,8.24,0.34,119,55.26,Europe
CM2067,Influencer_Riya,TikTok,Brand Awareness,2024-02-17,2024-02-12,1325.0,582131,631550,,8.78,708,5.52,India
CM658,Influencer_Liam,Facebook,Affiliate,2024-01-22,2024-01-26,,422841,513857,8.57,6.2,879,47.78,SEA
CM1004,Influencer_Zane,Instagram,Giveaway,2024-08-18,2024-08-22,9516.0,658844,831821,8.36,8.39,925,-0.84,India
CM584,Influencer_Olivia,INSTAGRAM,Product Launch,2024-08-03,2024-07-28,,123659,138946,4.37,4.31,924,16.79,Europe
CM2311,Influencer_Ethan,instagram,Affiliate,2024-05-11,2024-05-22,3783.0,662062,667866,3.72,12.76,896,46.93,Europe
CM1420,Influencer_Ethan,INSTAGRAM,Product Launch,2024-12-14,2024-12-14,2556.0,882587,980125,3.13,5.51,763,48.64,India
CM2605,Influencer_Olivia,X,Product Launch,2024-03-03,2024-02-26,4616.0,21914,56265,5.82,10.4,317,28.37,SEA
CM107,Influencer_Liam,INSTAGRAM,Giveaway,2024-09-14,2024-09-15,9156.0,704844,844307,8.72,10.1,150,25.65,North America
CM4192,Influencer_Liam,Facebook,Brand Awareness,2024-01-10,2024-01-07,2068.0,616839,767795,3.74,11.06,20,47.88,Middle East
CM4279,Influencer_Mia,Instagram,Brand Awareness,2024-10-19,2024-10-20,6107.0,448717,548017,7.4,14.49,794,57.32,India
CM3500,Influencer_Riya,TikTok,Giveaway,2024-06-09,2024-06-09,649.0,626058,720183,6.22,1.92,376,4.71,Europe
CM1550,Influencer_Riya,YouTube,Product Launch,2024-08-20,2024-08-30,4063.0,298821,474156,5.55,4.41,719,49.24,SEA
CM1301,Influencer_Zane,TikTok,Giveaway,2024-12-09,2024-12-14,7582.0,982390,1063227,9.71,13.45,125,52.17,India
CM1914,Influencer_Olivia,X,Giveaway,2024-10-19,2024-10-29,9534.0,879531,1032943,6.07,3.74,792,21.08,India
CM873,Influencer_Aarav,X,Product Launch,2024-10-05,2024-10-16,1748.0,621096,769270,3.47,10.75,402,,SEA
CM2374,Influencer_Ava,INSTAGRAM,Affiliate,2024-01-04,2024-01-23,4692.0,97847,109169,3.43,1.23,964,27.09,Middle East
CM1111,Influencer_Ethan,X,Giveaway,2024-10-15,2024-10-27,2283.0,938283,1063148,9.17,5.37,794,-0.58,North America
CM3101,Influencer_Sophia,instagram,Brand Awareness,2024-09-13,2024-09-29,1099.0,181161,256816,7.64,12.6,166,16.4,Middle East
CM2705,Influencer_Sophia,Instagram,Product Launch,2024-05-10,2024-05-19,2606.0,234689,412291,5.55,9.6,736,18.53,North America
CM2091,Influencer_Liam,instagram,Product Launch,2024-05-11,2024-05-13,8603.0,461773,632234,9.75,5.79,347,22.37,Europe
CM1377,Influencer_Ethan,TikTok,Brand Awareness,2024-04-24,2024-04-18,3245.0,31267,198307,7.75,14.29,92,15.15,Europe
CM1883,Influencer_Olivia,Instagram,Brand Awareness,2024-11-18,2024-12-07,891.0,868493,985875,,6.26,638,30.59,India
CM3412,Influencer_Riya,Facebook,Giveaway,2024-09-28,2024-10-02,2242.0,385090,502286,1.01,5.74,913,50.91,Europe
CM546,Influencer_Riya,YouTube,Brand Awareness,2024-10-28,2024-11-09,756.0,264575,423291,7.87,13.28,912,19.68,Europe
CM980,Influencer_Liam,instagram,Affiliate,2024-07-13,2024-07-08,7081.0,638173,729033,1.36,3.09,365,,North America
CM1686,Influencer_Ethan,Instagram,Affiliate,2024-05-14,2024-05-17,7228.0,405982,575756,9.51,12.38,719,22.79,Middle East
CM881,Influencer_Noah,INSTAGRAM,Brand Awareness,2024-05-23,2024-06-08,6024.0,572719,587011,0.85,9.46,105,34.47,India
CM1849,Influencer_Zane,X,Affiliate,2024-06-02,2024-06-14,8049.0,11633,40818,9.5,2.55,866,9.78,Europe
CM3714,Influencer_Mia,Instagram,Affiliate,2024-09-12,2024-09-29,1966.0,533070,669976,1.71,4.0,369,7.51,Europe
CM3613,Influencer_Riya,Facebook,Affiliate,2024-04-10,2024-04-06,,849036,865582,1.52,0.78,21,58.28,Europe
CM1313,Influencer_Ava,Instagram,Affiliate,2024-09-30,2024-10-07,6979.0,414997,525874,6.22,11.1,420,59.78,Europe
CM4556,Influencer_Olivia,TikTok,Brand Awareness,2024-07-24,2024-07-21,4986.0,209974,396331,9.98,9.36,500,16.53,Europe
CM983,Influencer_Sophia,Facebook,Product Launch,2024-10-07,2024-10-26,6967.0,793420,889899,,10.44,808,6.41,India
CM2627,Influencer_Zane,Facebook,Product Launch,2024-02-21,2024-02-18,3783.0,233798,309027,0.76,11.91,944,17.94,Europe
CM1191,Influencer_Mia,instagram,Brand Awareness,2024-09-29,2024-09-25,7558.0,608198,621400,3.59,1.65,482,,Middle East
CM3229,Influencer_Ava,Instagram,Product Launch,2024-10-02,2024-09-23,3709.0,110657,292031,5.64,14.1,403,25.79,SEA
CM631,Influencer_Sophia,YouTube,Product Launch,2024-02-25,2024-03-07,7659.0,866451,1019227,9.0,2.18,351,5.65,India
CM4681,Influencer_Sophia,Facebook,Giveaway,2024-05-13,2024-05-11,2107.0,144723,341492,4.5,9.45,57,53.15,SEA
CM4671,Influencer_Zane,INSTAGRAM,Brand Awareness,2024-10-03,2024-10-13,8750.0,380647,400439,1.62,3.25,589,-3.13,India
CM3642,Influencer_Ethan,Facebook,Brand Awareness,2024-08-14,2024-08-27,948.0,180037,351001,1.4,14.16,226,-5.16,North America
CM4326,Influencer_Zane,TikTok,Brand Awareness,2024-09-21,2024-09-27,5142.0,974015,1026290,5.7,10.65,184,-2.8,North America
CM2390,Influencer_Ava,YouTube,Affiliate,2024-01-28,2024-01-29,3278.0,566171,714310,2.36,1.73,220,56.63,SEA
CM1827,Influencer_Olivia,Instagram,Brand Awareness,2024-05-18,2024-05-21,9718.0,442720,640857,2.41,10.8,681,57.55,North America
CM710,Influencer_Noah,X,Affiliate,2024-04-09,2024-04-16,1129.0,311483,324374,1.67,2.16,334,16.78,Europe
CM670,Influencer_Zane,instagram,Affiliate,2024-09-29,2024-10-11,6218.0,326786,333511,6.35,14.84,174,25.76,Europe
CM2945,Influencer_Mia,instagram,Giveaway,2024-03-01,2024-03-07,7152.0,813597,970905,6.82,8.26,379,-6.27,Middle East
CM3329,Influencer_Ava,TikTok,Affiliate,2024-10-09,2024-10-04,1668.0,707817,816544,7.68,14.29,835,25.69,India
CM443,Influencer_Ava,X,Product Launch,2024-02-20,2024-02-29,9185.0,615727,735080,1.87,11.36,187,59.49,India
CM3300,Influencer_Zane,YouTube,Product Launch,2024-01-11,2024-01-24,3900.0,890225,1043232,1.28,11.69,724,59.48,Middle East
CM3449,Influencer_Ethan,YouTube,Giveaway,2024-09-18,2024-09-13,5267.0,476344,530947,6.16,14.74,383,5.47,Middle East
CM534,Influencer_Ethan,YouTube,Product Launch,2024-10-31,2024-10-23,3026.0,356973,410783,2.5,10.46,712,20.75,India
CM2003,Influencer_Ava,instagram,Brand Awareness,2024-09-26,2024-09-25,6196.0,536632,635731,5.21,14.43,473,29.51,Europe
CM4154,Influencer_Ethan,Instagram,Giveaway,2024-03-21,2024-03-21,1162.0,166992,171392,8.89,11.58,622,7.16,SEA
CM4251,Influencer_Olivia,instagram,Affiliate,2024-03-26,2024-03-25,1355.0,792706,881138,7.78,0.31,30,37.63,North America
CM2169,Influencer_Sophia,YouTube,Affiliate,2024-02-03,2024-02-16,8679.0,672666,778800,3.63,1.66,841,3.51,Middle East
CM1637,Influencer_Ava,X,Brand Awareness,2024-04-25,2024-05-06,8553.0,211339,218038,8.04,5.65,763,9.0,North America
CM2499,Influencer_Olivia,YouTube,Brand Awareness,2024-03-23,2024-03-26,579.0,776469,976016,6.4,12.44,86,9.87,North America
CM2597,Influencer_Aarav,TikTok,Brand Awareness,2024-08-02,2024-08-15,3616.0,610694,629354,9.55,10.66,714,19.44,North America
CM1617,Influencer_Noah,YouTube,Giveaway,2024-01-19,2024-02-07,4898.0,155042,354292,6.67,6.56,295,-2.58,North America
CM1065,Influencer_Ethan,instagram,Affiliate,2024-11-04,2024-11-11,9144.0,894034,928555,8.87,4.24,935,-7.9,SEA
CM4642,Influencer_Riya,YouTube,Brand Awareness,2024-06-10,2024-06-09,6817.0,37326,149139,1.56,2.72,924,21.64,Europe
CM628,Influencer_Riya,INSTAGRAM,Affiliate,2024-11-28,2024-12-12,6860.0,453655,582323,4.46,1.11,688,24.28,Middle East
CM276,Influencer_Sophia,INSTAGRAM,Giveaway,2024-05-20,2024-05-21,1684.0,469205,489908,9.64,9.82,122,52.61,North America
CM3811,Influencer_Ava,TikTok,Giveaway,2024-12-08,2024-12-09,8373.0,48285,109222,4.18,14.04,374,8.9,Europe
CM2807,Influencer_Riya,INSTAGRAM,Brand Awareness,2024-08-10,2024-08-26,8041.0,4590,195484,2.88,6.9,335,-2.71,Europe
CM4531,Influencer_Aarav,Facebook,Brand Awareness,2024-12-28,2024-12-18,7452.0,941574,998201,2.61,14.96,810,,North America
CM672,Influencer_Sophia,Facebook,Brand Awareness,2024-07-06,2024-07-10,2734.0,379808,537103,9.35,4.73,640,55.42,North America
CM4418,Influencer_Ethan,Instagram,Affiliate,2024-06-21,2024-06-20,860.0,328414,474766,6.46,0.87,306,11.36,Europe
CM3838,Influencer_Olivia,TikTok,Affiliate,2024-10-06,2024-10-16,2903.0,926243,943031,4.98,9.43,502,7.63,North America
CM4386,Influencer_Olivia,Facebook,Brand Awareness,2024-11-06,2024-11-04,3659.0,242209,316888,,6.33,669,4.2,Middle East
CM2719,Influencer_Ava,X,Product Launch,2024-03-23,2024-03-31,9932.0,518282,538186,4.59,11.44,535,13.98,SEA
CM2474,Influencer_Sophia,X,Giveaway,2024-06-24,2024-07-05,4444.0,669487,706618,2.17,1.94,253,29.86,Middle East
CM3523,Influencer_Zane,Instagram,Giveaway,2024-06-13,2024-06-24,1246.0,502109,627474,8.9,12.28,225,26.62,North America
CM2850,Influencer_Olivia,Facebook,Brand Awareness,2024-05-03,2024-05-20,8546.0,760509,932363,2.02,4.31,978,55.04,North America
CM2308,Influencer_Ethan,Instagram,Giveaway,2024-04-14,2024-04-10,,958110,1144589,9.73,6.0,902,13.58,Middle East
CM4865,Influencer_Olivia,Facebook,Affiliate,2024-02-13,2024-02-19,3060.0,427484,607052,9.99,13.66,936,-9.95,North America
CM4347,Influencer_Aarav,X,Product Launch,2024-03-09,2024-03-02,9083.0,268201,425064,4.83,0.73,143,5.74,Middle East
CM483,Influencer_Ethan,instagram,Brand Awareness,2024-11-17,2024-11-29,6550.0,627498,773725,6.43,3.76,947,27.42,Middle East
CM952,Influencer_Aarav,Facebook,Brand Awareness,2024-07-26,2024-07-26,5223.0,86265,109739,8.23,10.8,770,51.08,Europe
CM1980,Influencer_Ava,YouTube,Affiliate,2024-12-25,2024-12-18,8270.0,368209,425923,7.65,13.36,408,17.73,Europe
CM470,Influencer_Mia,Instagram,Affiliate,2024-09-27,2024-10-05,6431.0,396151,472912,2.39,7.47,569,30.54,Europe
CM448,Influencer_Ethan,Instagram,Product Launch,2024-09-14,2024-09-15,7369.0,557549,751060,8.11,9.11,517,33.57,Europe
CM3374,Influencer_Zane,instagram,Product Launch,2024-03-16,2024-03-06,4074.0,633327,694579,1.12,2.01,891,30.55,SEA
CM4558,Influencer_Zane,X,Affiliate,2024-05-07,2024-05-04,4223.0,642518,713581,5.67,3.65,122,58.31,Middle East
CM1205,Influencer_Aarav,X,Brand Awareness,2024-05-16,2024-05-08,1200.0,869308,1030234,3.26,2.71,947,39.82,Europe
CM3346,Influencer_Zane,X,Giveaway,2024-11-16,2024-11-26,1099.0,639466,813528,2.22,14.04,86,-3.95,Middle East
CM2461,Influencer_Riya,Facebook,Product Launch,2024-10-07,2024-10-12,8425.0,721841,759229,7.46,3.13,743,23.08,Europe
CM4249,Influencer_Riya,Instagram,Product Launch,2024-09-07,2024-09-16,8648.0,982460,1047556,5.11,0.2,434,45.41,India
CM1436,Influencer_Noah,INSTAGRAM,Product Launch,2024-06-03,2024-06-14,5052.0,88367,215995,1.35,7.32,550,54.57,Europe
CM2289,Influencer_Liam,X,Product Launch,2024-01-13,2024-01-17,,5122,156292,4.59,11.29,550,59.48,SEA
CM4833,Influencer_Riya,X,Affiliate,2024-10-04,2024-10-21,9162.0,966802,1104257,6.27,3.38,981,56.29,Europe
CM2570,Influencer_Olivia,Facebook,Giveaway,2024-11-20,2024-12-03,6300.0,761292,922859,4.17,8.41,708,-5.22,India
CM3645,Influencer_Zane,Instagram,Giveaway,2024-11-08,2024-11-25,9489.0,655676,740580,5.64,4.48,839,53.96,SEA
CM4301,Influencer_Mia,X,Giveaway,2024-07-29,2024-08-12,7093.0,455887,472378,0.61,13.61,310,9.05,Middle East
CM5096,Influencer_Riya,instagram,Giveaway,2024-07-26,2024-07-28,622.0,549736,554373,1.02,1.29,116,-6.46,Middle East
CM1271,Influencer_Riya,instagram,Brand Awareness,2024-04-10,2024-04-19,1033.0,757362,902572,7.11,14.85,247,14.31,India
CM4228,Influencer_Olivia,Facebook,Brand Awareness,2024-09-08,2024-09-07,2101.0,688554,783120,4.98,14.25,223,1.07,Middle East
CM4189,Influencer_Liam,instagram,Brand Awareness,2024-01-17,2024-02-04,4809.0,869573,894166,5.23,12.32,919,41.28,Europe
CM1522,Influencer_Olivia,X,Giveaway,2024-10-12,2024-10-02,1223.0,113882,159192,0.61,9.07,391,-1.23,Middle East
CM2592,Influencer_Liam,INSTAGRAM,Affiliate,2024-12-04,2024-12-18,5856.0,393827,432037,9.64,5.12,724,25.75,SEA
CM2922,Influencer_Ethan,TikTok,Affiliate,2024-12-22,2025-01-06,8332.0,859753,920730,9.5,3.32,566,-5.19,India
CM4706,Influencer_Ava,X,Affiliate,2024-08-19,2024-08-31,1364.0,319513,518477,3.07,9.23,284,22.06,SEA
CM1564,Influencer_Zane,INSTAGRAM,Brand Awareness,2024-08-19,2024-08-18,6502.0,274079,468444,6.42,9.33,680,47.65,North America
CM974,Influencer_Mia,X,Product Launch,2024-11-17,2024-11-21,6116.0,913553,956565,3.69,14.65,326,25.51,North America
CM2397,Influencer_Ethan,INSTAGRAM,Brand Awareness,2024-08-12,2024-08-03,2171.0,721183,905105,6.54,13.9,926,56.71,North America
CM3070,Influencer_Ava,instagram,Giveaway,2024-06-24,2024-07-04,2188.0,307534,355026,5.35,4.06,180,24.34,North America
CM4575,Influencer_Aarav,Instagram,Product Launch,2024-05-15,2024-05-05,5066.0,700493,728689,2.32,7.52,700,48.88,Middle East
CM1351,Influencer_Ethan,instagram,Brand Awareness,2024-07-08,2024-07-15,4945.0,374134,407524,3.8,3.28,751,,North America
CM3048,Influencer_Aarav,instagram,Giveaway,2024-12-02,2024-12-06,2137.0,333414,430248,2.92,5.96,586,44.57,North America
CM940,Influencer_Sophia,Facebook,Brand Awareness,2024-05-08,2024-05-17,9207.0,605229,776559,,7.3,444,-3.42,SEA
CM5061,Influencer_Liam,YouTube,Affiliate,2024-08-14,2024-08-11,7089.0,225478,322894,6.74,11.73,512,29.53,Middle East
CM681,Influencer_Zane,YouTube,Brand Awareness,2024-08-25,2024-08-20,3428.0,880403,899757,5.08,7.8,333,16.9,Europe
CM304,Influencer_Mia,X,Product Launch,2024-06-29,2024-07-13,972.0,281967,458933,3.54,5.2,297,,India
CM1741,Influencer_Noah,TikTok,Product Launch,2024-05-08,2024-05-20,5707.0,69446,133446,7.91,13.81,263,-0.79,North America
CM2114,Influencer_Noah,Instagram,Giveaway,2024-11-15,2024-11-21,7364.0,726900,837520,7.94,10.64,563,38.65,Middle East
CM1005,Influencer_Mia,instagram,Product Launch,2024-07-22,2024-08-02,,973978,1102488,9.99,10.49,526,6.94,India
CM731,Influencer_Mia,Facebook,Brand Awareness,2024-04-23,2024-04-29,3977.0,275371,383298,,14.2,924,9.85,Middle East
CM3399,Influencer_Zane,Facebook,Affiliate,2024-08-13,2024-08-30,6495.0,650689,718985,1.08,7.0,99,52.44,SEA
CM2074,Influencer_Ethan,YouTube,Giveaway,2024-06-13,2024-06-08,9728.0,203132,303225,3.22,7.84,202,48.39,North America
CM262,Influencer_Aarav,YouTube,Giveaway,2024-05-31,2024-05-22,2511.0,680312,793069,5.45,12.08,402,-4.75,India
CM4147,Influencer_Mia,instagram,Affiliate,2024-09-28,2024-09-19,4659.0,106866,114342,2.22,1.82,657,56.71,India
CM3149,Influencer_Sophia,X,Affiliate,2024-05-30,2024-05-26,5278.0,377193,570737,3.39,0.54,107,43.82,North America
CM4734,Influencer_Olivia,Facebook,Product Launch,2024-04-29,2024-05-18,6438.0,7732,139970,8.59,3.5,191,37.06,Europe
CM717,Influencer_Zane,Instagram,Giveaway,2024-05-22,2024-05-21,7697.0,868414,953231,2.45,11.94,531,46.74,Middle East
CM975,Influencer_Ava,Facebook,Affiliate,2024-06-14,2024-06-07,8475.0,183992,195908,7.14,4.91,596,33.73,Middle East
CM1531,Influencer_Riya,INSTAGRAM,Affiliate,2024-11-03,2024-11-04,7665.0,119502,309079,2.33,14.96,24,3.44,SEA
CM647,Influencer_Riya,INSTAGRAM,Affiliate,2024-04-16,2024-04-06,3246.0,11272,77537,,11.75,572,21.21,North America
CM4079,Influencer_Olivia,instagram,Brand Awareness,2024-12-11,2024-12-12,2280.0,663398,781007,2.97,1.27,503,24.91,India
CM4785,Influencer_Aarav,Facebook,Giveaway,2024-06-13,2024-06-30,1815.0,805176,824317,2.18,9.12,514,42.36,Europe
CM4454,Influencer_Olivia,Facebook,Product Launch,2024-12-13,2024-12-03,2157.0,36500,83062,1.17,4.67,604,27.59,SEA
CM3658,Influencer_Sophia,YouTube,Brand Awareness,2024-12-13,2024-12-25,5174.0,869773,886480,5.51,2.25,720,9.95,India
CM5041,Influencer_Olivia,INSTAGRAM,Affiliate,2024-12-11,2024-12-17,9317.0,451463,623907,8.91,13.78,50,11.4,Europe
CM2738,Influencer_Sophia,Facebook,Affiliate,2024-05-02,2024-04-29,6330.0,10201,165034,8.02,5.15,960,24.57,Middle East
CM4470,Influencer_Mia,instagram,Product Launch,2024-10-09,2024-10-19,3692.0,65442,176634,,2.55,847,10.55,SEA
CM1961,Influencer_Aarav,X,Giveaway,2024-10-25,2024-10-17,6677.0,669137,848023,9.18,9.85,302,45.89,SEA
CM740,Influencer_Ethan,INSTAGRAM,Affiliate,2024-02-27,2024-02-28,1051.0,385758,569568,4.87,7.41,310,36.98,North America
CM3285,Influencer_Ethan,TikTok,Product Launch,2024-08-15,2024-08-26,8846.0,295319,343721,0.58,7.23,433,27.15,Middle East
CM737,Influencer_Sophia,TikTok,Giveaway,2024-07-28,2024-07-18,4768.0,330708,336872,8.85,11.99,916,6.57,Europe
CM3847,Influencer_Liam,X,Affiliate,2024-06-20,2024-06-14,6200.0,73968,227915,,9.06,223,52.45,SEA
CM3786,Influencer_Ava,Instagram,Giveaway,2024-12-04,2024-11-30,7710.0,362278,498201,7.12,3.3,364,50.17,North America
CM2408,Influencer_Riya,INSTAGRAM,Affiliate,2024-04-21,2024-04-23,3985.0,875757,1058681,4.83,14.62,787,-0.38,India
CM3284,Influencer_Noah,X,Affiliate,2024-06-02,2024-06-04,1810.0,177339,195861,2.68,2.73,638,59.14,Europe
CM2196,Influencer_Mia,YouTube,Brand Awareness,2024-11-12,2024-11-27,8017.0,474851,508231,7.84,0.87,687,,North America
CM2740,Influencer_Ava,YouTube,Brand Awareness,2024-07-02,2024-06-23,1949.0,908903,997424,7.82,1.31,631,-8.93,India
CM3379,Influencer_Riya,X,Product Launch,2024-12-10,2024-12-08,7626.0,782527,846504,3.23,5.94,256,38.89,Europe
