Campaign_ID,Influencer_ID,Campaign_Type,Start_Date,End_Date,Budget_USD,Reach,Impressions,Engagement_Rate,Click_Through_Rate,Conversions,ROI
CM3471,137,Affiliate,2024-05-10,2024-05-01,2503.0,211743,395154,2.43,12.58,567,57.87
CM3233,273,Brand Awareness,2024-08-05,2024-08-09,3990.0,618363,628433,1.82,3.77,72,2.93
CM3857,341,Giveaway,2024-09-11,2024-09-07,3536.0,15674,34039,7.98,11.08,268,52.02
CM2626,241,Brand Awareness,2024-03-13,2024-03-26,3586.0,110822,134893,3.23,1.87,899,7.12
CM4196,348,Product Launch,2024-09-29,2024-10-14,6484.0,440620,546691,2.41,6.79,112,4.11
CM1557,263,Affiliate,2024-05-09,2024-05-25,9035.0,276364,469208,2.18,2.24,552,9.93
CM1495,334,Brand Awareness,2024-04-24,2024-04-18,,822079,935692,7.19,3.49,975,41.79
CM364,249,Affiliate,2024-08-30,2024-08-23,5767.0,333744,423363,4.82,14.01,194,13.42
CM2649,314,Giveaway,2024-01-31,2024-02-06,6948.0,602278,749226,9.64,13.63,700,55.04
CM1029,320,Brand Awareness,2024-01-27,2024-02-02,2061.0,180933,357161,8.26,2.09,541,43.88
CM3363,315,Affiliate,2024-05-14,2024-05-26,614.0,518087,586089,6.95,0.95,636,39.69
CM2522,298,Affiliate,2024-07-27,2024-08-02,9197.0,483505,588894,2.01,5.9,786,42.08
CM2278,273,Product Launch,2024-07-17,2024-07-13,9168.0,467910,562014,6.37,6.1,235,4.77
CM4172,323,Giveaway,2024-05-13,2024-05-06,3617.0,190065,247227,8.87,7.03,748,2.5
CM346,342,Giveaway,2024-08-01,2024-08-09,3533.0,736588,856229,6.39,0.86,288,52.62
CM3926,335,Brand Awareness,2024-06-02,2024-05-23,5818.0,251537,431707,1.66,9.25,145,13.44
CM1858,273,Giveaway,2024-05-23,2024-05-24,5270.0,582539,776220,8.14,6.39,793,-7.06
CM4180,324,Affiliate,2024-07-10,2024-07-27,3552.0,453423,504530,0.71,2.92,117,1.05
CM4743,322,Affiliate,2024-08-07,2024-08-04,7916.0,536599,733481,,4.89,412,-4.06
CM1023,250,Brand Awareness,2024-08-07,2024-08-01,8784.0,768876,801855,5.29,4.91,653,-4.2
CM4303,295,Product Launch,2024-06-15,2024-06-09,7780.0,585814,621414,1.75,11.79,933,39.3
CM368,241,Brand Awareness,2024-06-18,2024-06-12,2376.0,318032,462860,2.81,11.48,844,15.91
CM769,321,Product Launch,2024-01-03,2024-01-13,4499.0,800111,951222,9.24,8.92,268,7.83
CM3015,335,Giveaway,2024-10-09,2024-10-06,9762.0,105122,194828,0.82,8.32,731,14.52
CM2010,342,Product Launch,2024-10-06,2024-10-24,4182.0,134015,282724,6.5,4.29,636,5.89
CM5012,299,Affiliate,2024-02-23,2024-03-10,6347.0,450136,455257,1.25,3.52,299,47.94
CM1252,314,Affiliate,2024-03-15,2024-04-01,5742.0,103267,218794,3.9,14.5,208,49.92
CM5064,320,Affiliate,2024-09-17,2024-09-26,4387.0,312721,350213,8.96,7.77,446,41.03
CM3782,313,Giveaway,2024-11-03,2024-11-05,9698.0,734833,856662,5.84,5.48,217,14.19
CM4473,347,Brand Awareness,2024-08-30,2024-09-14,4775.0,888103,1077147,4.11,3.0,46,46.1
CM1881,317,Brand Awareness,2024-11-29,2024-12-07,4044.0,922604,1026907,9.32,4.56,964,28.92
CM4047,313,Product Launch,2024-11-21,2024-11-22,9868.0,145051,236691,5.08,1.3,66,-6.85
CM4210,323,Giveaway,2024-01-18,2024-01-14,6653.0,278713,461558,3.7,2.37,708,48.57
CM2015,163,Product Launch,2024-12-01,2024-12-02,7996.0,795780,852815,4.88,12.59,251,5.95
CM712,328,Brand Awareness,2024-01-09,2024-01-26,1274.0,498981,562074,9.86,0.55,529,36.91
CM2659,346,Giveaway,2024-02-06,2024-02-04,1921.0,38459,132478,3.64,1.69,319,58.62
CM2367,342,Brand Awareness,2024-12-12,2024-12-25,4693.0,302065,356348,2.54,14.35,65,53.88
CM3968,336,Brand Awareness,2024-12-09,2024-12-23,3966.0,38487,111468,6.23,11.46,146,8.04
CM1998,315,Brand Awareness,2024-03-22,2024-03-15,7476.0,117254,219499,5.64,9.9,985,47.39
CM1749,306,Affiliate,2024-01-25,2024-01-27,3171.0,913105,1051734,5.83,9.88,931,42.74
CM2709,211,Giveaway,2024-12-16,2025-01-01,2983.0,978042,1100957,5.15,9.8,83,31.53
CM358,133,Giveaway,2024-04-23,2024-05-06,1283.0,940019,979229,1.21,14.56,180,41.78
CM947,247,Affiliate,2024-11-28,2024-12-02,5352.0,712833,890844,4.21,10.71,804,57.41
CM4484,297,Product Launch,2024-04-01,2024-03-26,1367.0,734551,789086,1.02,14.51,566,25.98
CM1333,348,Brand Awareness,2024-04-27,2024-05-02,3232.0,123537,135273,8.87,12.2,180,49.43
CM1227,346,Product Launch,2024-05-09,2024-05-05,7615.0,565109,629669,7.52,2.81,922,-3.11
CM4834,305,Brand Awareness,2024-06-14,2024-06-21,1870.0,806997,809230,8.24,0.34,119,55.26
CM2067,347,Brand Awareness,2024-02-17,2024-02-12,1325.0,582131,631550,,8.78,708,5.52
CM658,249,Affiliate,2024-01-22,2024-01-26,,422841,513857,8.57,6.2,879,47.78
CM1004,273,Giveaway,2024-08-18,2024-08-22,9516.0,658844,831821,8.36,8.39,925,-0.84
CM584,329,Product Launch,2024-08-03,2024-07-28,,123659,138946,4.37,4.31,924,16.79
CM2311,327,Affiliate,2024-05-11,2024-05-22,3783.0,662062,667866,3.72,12.76,896,46.93
CM1420,330,Product Launch,2024-12-14,2024-12-14,2556.0,882587,980125,3.13,5.51,763,48.64
CM2605,344,Product Launch,2024-03-03,2024-02-26,4616.0,21914,56265,5.82,10.4,317,28.37
CM107,258,Giveaway,2024-09-14,2024-09-15,9156.0,704844,844307,8.72,10.1,150,25.65
CM4192,249,Brand Awareness,2024-01-10,2024-01-07,2068.0,616839,767795,3.74,11.06,20,47.88
CM4279,346,Brand Awareness,2024-10-19,2024-10-20,6107.0,448717,548017,7.4,14.49,794,57.32
CM3500,347,Giveaway,2024-06-09,2024-06-09,649.0,626058,720183,6.22,1.92,376,4.71
CM1550,349,Product Launch,2024-08-20,2024-08-30,4063.0,298821,474156,5.55,4.41,719,49.24
CM1301,163,Giveaway,2024-12-09,2024-12-14,7582.0,982390,1063227,9.71,13.45,125,52.17
CM1914,344,Giveaway,2024-10-19,2024-10-29,9534.0,879531,1032943,6.07,3.74,792,21.08
CM873,267,Product Launch,2024-10-05,2024-10-16,1748.0,621096,769270,3.47,10.75,402,
CM2374,278,Affiliate,2024-01-04,2024-01-23,4692.0,97847,109169,3.43,1.23,964,27.09
CM1111,338,Giveaway,2024-10-15,2024-10-27,2283.0,938283,1063148,9.17,5.37,794,-0.58
CM3101,271,Brand Awareness,2024-09-13,2024-09-29,1099.0,181161,256816,7.64,12.6,166,16.4
CM2705,236,Product Launch,2024-05-10,2024-05-19,2606.0,234689,412291,5.55,9.6,736,18.53
CM2091,172,Product Launch,2024-05-11,2024-05-13,8603.0,461773,632234,9.75,5.79,347,22.37
CM1377,350,Brand Awareness,2024-04-24,2024-04-18,3245.0,31267,198307,7.75,14.29,92,15.15
CM1883,335,Brand Awareness,2024-11-18,2024-12-07,891.0,868493,985875,,6.26,638,30.59
CM3412,315,Giveaway,2024-09-28,2024-10-02,2242.0,385090,502286,1.01,5.74,913,50.91
CM546,349,Brand Awareness,2024-10-28,2024-11-09,756.0,264575,423291,7.87,13.28,912,19.68
CM980,172,Affiliate,2024-07-13,2024-07-08,7081.0,638173,729033,1.36,3.09,365,
CM1686,324,Affiliate,2024-05-14,2024-05-17,7228.0,405982,575756,9.51,12.38,719,22.79
CM881,348,Brand Awareness,2024-05-23,2024-06-08,6024.0,572719,587011,0.85,9.46,105,34.47
CM1849,334,Affiliate,2024-06-02,2024-06-14,8049.0,11633,40818,9.5,2.55,866,9.78
CM3714,346,Affiliate,2024-09-12,2024-09-29,1966.0,533070,669976,1.71,4.0,369,7.51
CM3613,315,Affiliate,2024-04-10,2024-04-06,,849036,865582,1.52,0.78,21,58.28
CM1313,322,Affiliate,2024-09-30,2024-10-07,6979.0,414997,525874,6.22,11.1,420,59.78
CM4556,256,Brand Awareness,2024-07-24,2024-07-21,4986.0,209974,396331,9.98,9.36,500,16.53
CM983,245,Product Launch,2024-10-07,2024-10-26,6967.0,793420,889899,,10.44,808,6.41
CM2627,299,Product Launch,2024-02-21,2024-02-18,3783.0,233798,309027,0.76,11.91,944,17.94
CM1191,319,Brand Awareness,2024-09-29,2024-09-25,7558.0,608198,621400,3.59,1.65,482,
CM3229,322,Product Launch,2024-10-02,2024-09-23,3709.0,110657,292031,5.64,14.1,403,25.79
CM631,342,Product Launch,2024-02-25,2024-03-07,7659.0,866451,1019227,9.0,2.18,351,5.65
CM4681,245,Giveaway,2024-05-13,2024-05-11,2107.0,144723,341492,4.5,9.45,57,53.15
CM4671,295,Brand Awareness,2024-10-03,2024-10-13,8750.0,380647,400439,1.62,3.25,589,-3.13
CM3642,345,Brand Awareness,2024-08-14,2024-08-27,948.0,180037,351001,1.4,14.16,226,-5.16
CM4326,163,Brand Awareness,2024-09-21,2024-09-27,5142.0,974015,1026290,5.7,10.65,184,-2.8
CM2390,343,Affiliate,2024-01-28,2024-01-29,3278.0,566171,714310,2.36,1.73,220,56.63
CM1827,335,Brand Awareness,2024-05-18,2024-05-21,9718.0,442720,640857,2.41,10.8,681,57.55
CM710,298,Affiliate,2024-04-09,2024-04-16,1129.0,311483,324374,1.67,2.16,334,16.78
CM670,340,Affiliate,2024-09-29,2024-10-11,6218.0,326786,333511,6.35,14.84,174,25.76
CM2945,319,Giveaway,2024-03-01,2024-03-07,7152.0,813597,970905,6.82,8.26,379,-6.27
CM3329,332,Affiliate,2024-10-09,2024-10-04,1668.0,707817,816544,7.68,14.29,835,25.69
CM443,313,Product Launch,2024-02-20,2024-02-29,9185.0,615727,735080,1.87,11.36,187,59.49
CM3300,268,Product Launch,2024-01-11,2024-01-24,3900.0,890225,1043232,1.28,11.69,724,59.48
CM3449,204,Giveaway,2024-09-18,2024-09-13,5267.0,476344,530947,6.16,14.74,383,5.47
CM534,204,Product Launch,2024-10-31,2024-10-23,3026.0,356973,410783,2.5,10.46,712,20.75
CM2003,336,Brand Awareness,2024-09-26,2024-09-25,6196.0,536632,635731,5.21,14.43,473,29.51
CM4154,324,Giveaway,2024-03-21,2024-03-21,1162.0,166992,171392,8.89,11.58,622,7.16
CM4251,137,Affiliate,2024-03-26,2024-03-25,1355.0,792706,881138,7.78,0.31,30,37.63
CM2169,342,Affiliate,2024-02-03,2024-02-16,8679.0,672666,778800,3.63,1.66,841,3.51
CM1637,313,Brand Awareness,2024-04-25,2024-05-06,8553.0,211339,218038,8.04,5.65,763,9.0
CM2499,317,Brand Awareness,2024-03-23,2024-03-26,579.0,776469,976016,6.4,12.44,86,9.87
CM2597,218,Brand Awareness,2024-08-02,2024-08-15,3616.0,610694,629354,9.55,10.66,714,19.44
CM1617,314,Giveaway,2024-01-19,2024-02-07,4898.0,155042,354292,6.67,6.56,295,-2.58
CM1065,327,Affiliate,2024-11-04,2024-11-11,9144.0,894034,928555,8.87,4.24,935,-7.9
CM4642,349,Brand Awareness,2024-06-10,2024-06-09,6817.0,37326,149139,1.56,2.72,924,21.64
CM628,291,Affiliate,2024-11-28,2024-12-12,6860.0,453655,582323,4.46,1.11,688,24.28
CM276,339,Giveaway,2024-05-20,2024-05-21,1684.0,469205,489908,9.64,9.82,122,52.61
CM3811,332,Giveaway,2024-12-08,2024-12-09,8373.0,48285,109222,4.18,14.04,374,8.9
CM2807,291,Brand Awareness,2024-08-10,2024-08-26,8041.0,4590,195484,2.88,6.9,335,-2.71
CM4531,337,Brand Awareness,2024-12-28,2024-12-18,7452.0,941574,998201,2.61,14.96,810,
CM672,245,Brand Awareness,2024-07-06,2024-07-10,2734.0,379808,537103,9.35,4.73,640,55.42
CM4418,324,Affiliate,2024-06-21,2024-06-20,860.0,328414,474766,6.46,0.87,306,11.36
CM3838,256,Affiliate,2024-10-06,2024-10-16,2903.0,926243,943031,4.98,9.43,502,7.63
CM4386,203,Brand Awareness,2024-11-06,2024-11-04,3659.0,242209,316888,,6.33,669,4.2
CM2719,313,Product Launch,2024-03-23,2024-03-31,9932.0,518282,538186,4.59,11.44,535,13.98
CM2474,323,Giveaway,2024-06-24,2024-07-05,4444.0,669487,706618,2.17,1.94,253,29.86
CM3523,273,Giveaway,2024-06-13,2024-06-24,1246.0,502109,627474,8.9,12.28,225,26.62
CM2850,203,Brand Awareness,2024-05-03,2024-05-20,8546.0,760509,932363,2.02,4.31,978,55.04
CM2308,324,Giveaway,2024-04-14,2024-04-10,,958110,1144589,9.73,6.0,902,13.58
CM4865,203,Affiliate,2024-02-13,2024-02-19,3060.0,427484,607052,9.99,13.66,936,-9.95
CM4347,267,Product Launch,2024-03-09,2024-03-02,9083.0,268201,425064,4.83,0.73,143,5.74
CM483,327,Brand Awareness,2024-11-17,2024-11-29,6550.0,627498,773725,6.43,3.76,947,27.42
CM952,337,Brand Awareness,2024-07-26,2024-07-26,5223.0,86265,109739,8.23,10.8,770,51.08
CM1980,343,Affiliate,2024-12-25,2024-12-18,8270.0,368209,425923,7.65,13.36,408,17.73
CM470,346,Affiliate,2024-09-27,2024-10-05,6431.0,396151,472912,2.39,7.47,569,30.54
CM448,324,Product Launch,2024-09-14,2024-09-15,7369.0,557549,751060,8.11,9.11,517,33.57
CM3374,340,Product Launch,2024-03-16,2024-03-06,4074.0,633327,694579,1.12,2.01,891,30.55
CM4558,334,Affiliate,2024-05-07,2024-05-04,4223.0,642518,713581,5.67,3.65,122,58.31
CM1205,267,Brand Awareness,2024-05-16,2024-05-08,1200.0,869308,1030234,3.26,2.71,947,39.82
CM3346,334,Giveaway,2024-11-16,2024-11-26,1099.0,639466,813528,2.22,14.04,86,-3.95
CM2461,315,Product Launch,2024-10-07,2024-10-12,8425.0,721841,759229,7.46,3.13,743,23.08
CM4249,341,Product Launch,2024-09-07,2024-09-16,8648.0,982460,1047556,5.11,0.2,434,45.41
CM1436,348,Product Launch,2024-06-03,2024-06-14,5052.0,88367,215995,1.35,7.32,550,54.57
CM2289,260,Product Launch,2024-01-13,2024-01-17,,5122,156292,4.59,11.29,550,59.48
CM4833,247,Affiliate,2024-10-04,2024-10-21,9162.0,966802,1104257,6.27,3.38,981,56.29
CM2570,203,Giveaway,2024-11-20,2024-12-03,6300.0,761292,922859,4.17,8.41,708,-5.22
CM3645,273,Giveaway,2024-11-08,2024-11-25,9489.0,655676,740580,5.64,4.48,839,53.96
CM4301,328,Giveaway,2024-07-29,2024-08-12,7093.0,455887,472378,0.61,13.61,310,9.05
CM5096,333,Giveaway,2024-07-26,2024-07-28,622.0,549736,554373,1.02,1.29,116,-6.46
CM1271,333,Brand Awareness,2024-04-10,2024-04-19,1033.0,757362,902572,7.11,14.85,247,14.31
CM4228,203,Brand Awareness,2024-09-08,2024-09-07,2101.0,688554,783120,4.98,14.25,223,1.07
CM4189,172,Brand Awareness,2024-01-17,2024-02-04,4809.0,869573,894166,5.23,12.32,919,41.28
CM1522,344,Giveaway,2024-10-12,2024-10-02,1223.0,113882,159192,0.61,9.07,391,-1.23
CM2592,258,Affiliate,2024-12-04,2024-12-18,5856.0,393827,432037,9.64,5.12,724,25.75
CM2922,350,Affiliate,2024-12-22,2025-01-06,8332.0,859753,920730,9.5,3.32,566,-5.19
CM4706,313,Affiliate,2024-08-19,2024-08-31,1364.0,319513,518477,3.07,9.23,284,22.06
CM1564,295,Brand Awareness,2024-08-19,2024-08-18,6502.0,274079,468444,6.42,9.33,680,47.65
CM974,328,Product Launch,2024-11-17,2024-11-21,6116.0,913553,956565,3.69,14.65,326,25.51
CM2397,330,Brand Awareness,2024-08-12,2024-08-03,2171.0,721183,905105,6.54,13.9,926,56.71
CM3070,336,Giveaway,2024-06-24,2024-07-04,2188.0,307534,355026,5.35,4.06,180,24.34
CM4575,321,Product Launch,2024-05-15,2024-05-05,5066.0,700493,728689,2.32,7.52,700,48.88
CM1351,327,Brand Awareness,2024-07-08,2024-07-15,4945.0,374134,407524,3.8,3.28,751,
CM3048,241,Giveaway,2024-12-02,2024-12-06,2137.0,333414,430248,2.92,5.96,586,44.57
CM940,245,Brand Awareness,2024-05-08,2024-05-17,9207.0,605229,776559,,7.3,444,-3.42
CM5061,302,Affiliate,2024-08-14,2024-08-11,7089.0,225478,322894,6.74,11.73,512,29.53
CM681,268,Brand Awareness,2024-08-25,2024-08-20,3428.0,880403,899757,5.08,7.8,333,16.9
CM304,328,Product Launch,2024-06-29,2024-07-13,972.0,281967,458933,3.54,5.2,297,
CM1741,292,Product Launch,2024-05-08,2024-05-20,5707.0,69446,133446,7.91,13.81,263,-0.79
CM2114,133,Giveaway,2024-11-15,2024-11-21,7364.0,726900,837520,7.94,10.64,563,38.65
CM1005,319,Product Launch,2024-07-22,2024-08-02,,973978,1102488,9.99,10.49,526,6.94
CM731,250,Brand Awareness,2024-04-23,2024-04-29,3977.0,275371,383298,,14.2,924,9.85
CM3399,299,Affiliate,2024-08-13,2024-08-30,6495.0,650689,718985,1.08,7.0,99,52.44
CM2074,204,Giveaway,2024-06-13,2024-06-08,9728.0,203132,303225,3.22,7.84,202,48.39
CM262,225,Giveaway,2024-05-31,2024-05-22,2511.0,680312,793069,5.45,12.08,402,-4.75
CM4147,319,Affiliate,2024-09-28,2024-09-19,4659.0,106866,114342,2.22,1.82,657,56.71
CM3149,323,Affiliate,2024-05-30,2024-05-26,5278.0,377193,570737,3.39,0.54,107,43.82
CM4734,203,Product Launch,2024-04-29,2024-05-18,6438.0,7732,139970,8.59,3.5,191,37.06
CM717,273,Giveaway,2024-05-22,2024-05-21,7697.0,868414,953231,2.45,11.94,531,46.74
CM975,320,Affiliate,2024-06-14,2024-06-07,8475.0,183992,195908,7.14,4.91,596,33.73
CM1531,291,Affiliate,2024-11-03,2024-11-04,7665.0,119502,309079,2.33,14.96,24,3.44
CM647,291,Affiliate,2024-04-16,2024-04-06,3246.0,11272,77537,,11.75,572,21.21
CM4079,137,Brand Awareness,2024-12-11,2024-12-12,2280.0,663398,781007,2.97,1.27,503,24.91
CM4785,337,Giveaway,2024-06-13,2024-06-30,1815.0,805176,824317,2.18,9.12,514,42.36
CM4454,203,Product Launch,2024-12-13,2024-12-03,2157.0,36500,83062,1.17,4.67,604,27.59
CM3658,342,Brand Awareness,2024-12-13,2024-12-25,5174.0,869773,886480,5.51,2.25,720,9.95
CM5041,329,Affiliate,2024-12-11,2024-12-17,9317.0,451463,623907,8.91,13.78,50,11.4
CM2738,245,Affiliate,2024-05-02,2024-04-29,6330.0,10201,165034,8.02,5.15,960,24.57
CM4470,319,Product Launch,2024-10-09,2024-10-19,3692.0,65442,176634,,2.55,847,10.55
CM1961,267,Giveaway,2024-10-25,2024-10-17,6677.0,669137,848023,9.18,9.85,302,45.89
CM740,330,Affiliate,2024-02-27,2024-02-28,1051.0,385758,569568,4.87,7.41,310,36.98
CM3285,350,Product Launch,2024-08-15,2024-08-26,8846.0,295319,343721,0.58,7.23,433,27.15
CM737,279,Giveaway,2024-07-28,2024-07-18,4768.0,330708,336872,8.85,11.99,916,6.57
CM3847,260,Affiliate,2024-06-20,2024-06-14,6200.0,73968,227915,,9.06,223,52.45
CM3786,322,Giveaway,2024-12-04,2024-11-30,7710.0,362278,498201,7.12,3.3,364,50.17
CM2408,291,Affiliate,2024-04-21,2024-04-23,3985.0,875757,1058681,4.83,14.62,787,-0.38
CM3284,298,Affiliate,2024-06-02,2024-06-04,1810.0,177339,195861,2.68,2.73,638,59.14
CM2196,306,Brand Awareness,2024-11-12,2024-11-27,8017.0,474851,508231,7.84,0.87,687,
CM2740,343,Brand Awareness,2024-07-02,2024-06-23,1949.0,908903,997424,7.82,1.31,631,-8.93
CM3379,247,Product Launch,2024-12-10,2024-12-08,7626.0,782527,846504,3.23,5.94,256,38.89
CM4016,211,Brand Awareness,2024-05-24,2024-06-11,2022.0,206399,373270,4.9,0.5,492,-9.26
CM3807,211,Product Launch,2024-02-18,2024-03-07,3810.0,323683,381558,,8.73,166,36.75
CM1021,315,Affiliate,2024-06-13,2024-06-10,4970.0,912737,1003113,1.4,4.45,755,-1.07
CM646,236,Giveaway,2024-08-03,2024-08-05,,161749,168427,8.69,6.47,221,15.68
CM4008,335,Giveaway,2024-06-23,2024-07-01,8964.0,702916,791081,2.95,13.68,260,17.19
CM2000,250,Giveaway,2024-10-12,2024-10-05,5101.0,303728,328110,3.12,1.59,831,49.16
CM2128,260,Affiliate,2024-11-02,2024-11-07,1529.0,543040,619633,9.01,11.74,419,6.25
CM2401,338,Giveaway,2024-12-17,2025-01-03,9825.0,499099,694495,9.23,2.98,178,21.11
CM1985,211,Product Launch,2024-04-03,2024-04-16,7584.0,707168,902116,9.34,7.1,738,10.97
CM1742,327,Product Launch,2024-02-18,2024-02-20,518.0,215862,286167,7.97,9.7,192,
CM3839,295,Brand Awareness,2024-05-30,2024-05-29,8762.0,802284,854339,3.7,11.5,978,5.02
CM5056,306,Affiliate,2024-10-29,2024-11-10,6319.0,963735,1063309,8.93,1.96,252,8.08
CM2197,343,Product Launch,2024-05-02,2024-05-18,1519.0,112689,309755,6.44,7.12,409,28.63
CM4999,344,Product Launch,2024-03-01,2024-02-29,675.0,128852,156001,4.86,1.58,620,55.34
CM3896,348,Affiliate,2024-03-31,2024-04-14,7016.0,422410,527970,8.1,5.78,651,9.89
CM4733,337,Brand Awareness,2024-02-26,2024-02-22,6717.0,866818,892394,8.26,4.76,570,20.62
CM3601,340,Brand Awareness,2024-10-29,2024-11-09,5363.0,923717,1113777,2.58,9.4,145,41.26
CM936,271,Affiliate,2024-11-18,2024-12-04,5241.0,197166,224876,9.2,5.82,793,46.1
CM701,279,Product Launch,2024-04-15,2024-05-02,1864.0,48907,93805,7.45,7.09,391,30.87
CM2284,343,Affiliate,2024-06-07,2024-06-07,3006.0,834401,929786,3.75,13.7,769,33.67
CM4366,250,Product Launch,2024-09-13,2024-09-15,4533.0,14987,139879,4.09,2.35,657,-8.99
CM2742,323,Product Launch,2024-07-16,2024-07-18,9119.0,868073,938976,6.87,2.09,918,52.21
CM4541,317,Brand Awareness,2024-05-02,2024-05-20,3990.0,782654,977102,8.79,2.84,600,0.87
CM1682,337,Giveaway,2024-11-13,2024-11-25,6191.0,770432,772508,9.07,1.56,372,0.52
CM4500,328,Affiliate,2024-06-12,2024-06-19,,949686,954433,5.23,7.26,582,8.32
CM3150,334,Affiliate,2024-10-03,2024-10-10,4230.0,875580,989968,4.12,13.83,291,9.0
CM4230,340,Product Launch,2024-10-30,2024-11-11,4218.0,673153,760749,9.32,14.38,596,57.5
CM1170,258,Brand Awareness,2024-09-15,2024-09-11,3151.0,983940,1097937,9.22,6.64,76,-1.81
CM1875,263,Brand Awareness,2024-04-22,2024-05-07,3687.0,136230,299365,1.25,9.79,962,26.6
CM5055,250,Product Launch,2024-01-19,2024-01-18,6604.0,988151,1142925,7.54,1.09,153,3.35
CM1383,319,Giveaway,2024-10-07,2024-10-01,7667.0,398053,470640,8.07,8.25,377,-5.42
CM3352,245,Brand Awareness,2024-06-16,2024-06-25,8330.0,935609,1012617,5.16,11.09,533,14.33
CM3591,314,Product Launch,2024-09-25,2024-09-28,5973.0,527025,703467,2.33,13.34,234,-4.11
CM5000,323,Product Launch,2024-04-24,2024-04-14,1065.0,361255,457249,9.66,4.8,588,11.77
CM1936,204,Product Launch,2024-07-22,2024-08-08,7432.0,88630,192229,0.54,7.57,731,55.51
CM4474,314,Affiliate,2024-01-18,2024-01-31,854.0,680631,707161,7.53,8.22,607,20.32
CM1119,327,Giveaway,2024-06-06,2024-06-22,2094.0,164754,299499,5.99,9.38,252,
CM4332,267,Brand Awareness,2024-04-23,2024-05-04,6561.0,583708,738537,7.41,5.16,112,30.41
CM1426,348,Product Launch,2024-07-18,2024-07-24,,931650,1088555,0.56,5.42,212,51.08
CM575,336,Giveaway,2024-09-07,2024-09-09,3068.0,530254,676851,0.95,4.41,33,-3.3
CM4566,267,Product Launch,2024-02-14,2024-02-12,693.0,347495,484699,4.65,7.71,234,48.88
CM1751,245,Brand Awareness,2024-08-21,2024-09-05,7333.0,176369,347231,3.22,3.21,517,37.27
CM4888,315,Brand Awareness,2024-02-15,2024-02-07,9189.0,812073,955149,5.48,3.61,257,27.12
CM4519,319,Product Launch,2024-08-30,2024-08-29,8508.0,31653,43532,3.91,11.52,562,54.2
CM2880,260,Product Launch,2024-08-22,2024-09-05,4594.0,985485,1100137,2.94,8.3,584,-0.77
CM3110,241,Affiliate,2024-06-08,2024-06-15,2677.0,379329,458925,5.81,12.62,519,21.8
CM2851,267,Brand Awareness,2024-01-10,2024-01-26,5434.0,787070,941005,4.34,4.04,566,48.05
CM1473,203,Giveaway,2024-08-06,2024-08-07,9157.0,580883,612029,7.39,7.97,358,7.72
CM839,317,Brand Awareness,2024-11-26,2024-12-03,5125.0,624283,778939,4.8,7.89,76,55.93
CM3956,163,Brand Awareness,2024-12-22,2024-12-26,5130.0,684440,833788,7.52,2.54,571,59.37
CM2696,137,Affiliate,2024-08-21,2024-08-26,8121.0,131119,251242,6.84,9.29,185,52.43
CM967,331,Affiliate,2024-07-10,2024-07-23,1868.0,361492,389315,4.66,13.18,510,42.48
CM1240,271,Product Launch,2024-05-15,2024-05-09,7845.0,623793,791417,6.45,5.44,401,
CM1097,258,Brand Awareness,2024-10-31,2024-11-05,3639.0,884671,914689,9.26,10.0,427,4.04
CM1437,321,Affiliate,2024-09-13,2024-09-23,6063.0,584334,612339,8.96,14.18,496,-8.81
CM641,328,Product Launch,2024-03-05,2024-02-29,4174.0,887179,927946,7.24,14.47,790,37.33
CM1199,297,Giveaway,2024-07-05,2024-07-17,3653.0,899273,1017601,8.15,11.48,519,33.35
CM1232,342,Giveaway,2024-11-01,2024-10-24,3327.0,13467,47437,,13.11,359,33.08
CM2864,278,Affiliate,2024-07-17,2024-07-16,,561582,646835,6.04,2.43,781,43.49
CM2990,315,Giveaway,2024-06-08,2024-06-14,5211.0,328717,458827,9.05,5.26,538,
CM2358,322,Affiliate,2024-05-15,2024-05-26,3453.0,738992,852428,6.39,10.86,722,42.79
CM4269,340,Affiliate,2024-09-30,2024-09-20,1531.0,23487,82268,5.11,5.26,67,39.28
CM159,344,Product Launch,2024-01-10,2024-01-01,5123.0,483869,615614,4.22,6.85,446,26.5
CM3171,345,Giveaway,2024-05-21,2024-05-14,1399.0,507930,691052,1.93,7.57,27,9.39
CM2038,295,Product Launch,2024-05-01,2024-05-06,1657.0,602952,626437,1.85,9.45,915,50.91
CM4862,299,Affiliate,2024-02-13,2024-02-07,6112.0,880319,936649,2.95,12.27,908,13.78
CM300,137,Affiliate,2024-02-08,2024-02-24,6366.0,549713,666955,8.67,3.85,471,
CM1178,211,Product Launch,2024-08-24,2024-08-26,5811.0,586171,685931,3.62,9.8,50,-6.73
CM5030,341,Product Launch,2024-02-15,2024-02-20,2756.0,201203,288737,6.49,1.33,910,4.03
CM3436,211,Product Launch,2024-09-24,2024-09-25,932.0,109484,223700,7.09,0.8,702,59.11
CM2749,302,Giveaway,2024-10-25,2024-11-03,2403.0,156022,172633,1.13,11.4,849,33.4
CM1040,350,Brand Awareness,2024-09-11,2024-09-24,6694.0,200460,257874,2.51,11.4,935,43.05
CM1180,279,Brand Awareness,2024-04-30,2024-05-07,2395.0,144686,264463,,12.21,376,52.55
CM287,278,Product Launch,2024-06-28,2024-06-27,5354.0,65636,86290,2.21,4.06,265,35.84
CM2905,260,Affiliate,2024-05-07,2024-05-02,6990.0,109182,284115,8.13,12.76,143,31.58
